record_id,doi,title,year,venue,venue_type,ai_type,genai_llm_agentic_flag,tafs_final,csds_final,css_final,esrs_final,gap_a_final,gap_b_final,under_specified_final,evidence_depth_label,confidence_label,abstract_word_count,open_access,citation_count,layer
R0600,10.XXXX/hciai.2023.0600,"[Scored paper 600, 2023] Full titles available after pipeline run from OpenAlex",2023,IJHCI,journal,llm,true,0,4,0,4,false,false,false,L2,low,330,false,71,B_scored
R0601,10.XXXX/hciai.2023.0601,"[Scored paper 601, 2023] Full titles available after pipeline run from OpenAlex",2023,UIST,conference,unclassified,false,0,1,2,2,false,false,false,L2,low,274,false,43,B_scored
R0602,10.XXXX/hciai.2023.0602,"[Scored paper 602, 2023] Full titles available after pipeline run from OpenAlex",2023,IUI,conference,llm,true,5,1,0,5,false,true,false,L2,medium,99,false,40,B_scored
R0603,10.XXXX/hciai.2023.0603,"[Scored paper 603, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,generative_ai,true,5,1,1,4,false,true,false,L2,medium,345,false,31,B_scored
R0604,10.XXXX/hciai.2023.0604,"[Scored paper 604, 2023] Full titles available after pipeline run from OpenAlex",2023,UIST,conference,unclassified,false,1,5,3,4,false,false,false,L2,low,105,true,45,B_scored
R0605,10.XXXX/hciai.2023.0605,"[Scored paper 605, 2023] Full titles available after pipeline run from OpenAlex",2023,IJHCS,journal,agentic_ai,true,5,0,1,4,false,true,false,L2,medium,165,false,13,B_scored
R0606,10.XXXX/hciai.2023.0606,"[Scored paper 606, 2023] Full titles available after pipeline run from OpenAlex",2023,DIS,conference,agentic_ai,true,0,3,2,3,true,false,false,L2,low,311,true,0,B_scored
R0607,10.XXXX/hciai.2023.0607,"[Scored paper 607, 2023] Full titles available after pipeline run from OpenAlex",2023,IUI,conference,llm,true,4,2,2,4,false,false,false,L2,high,359,true,10,B_scored
R0608,10.XXXX/hciai.2023.0608,"[Scored paper 608, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,xai,false,4,3,1,4,false,true,false,L2,high,183,false,48,B_scored
R0609,10.XXXX/hciai.2023.0609,"[Scored paper 609, 2023] Full titles available after pipeline run from OpenAlex",2023,TOCHI,journal,agentic_ai,true,4,2,0,4,false,true,false,L2,high,163,false,34,B_scored
R0610,10.XXXX/hciai.2023.0610,"[Scored paper 610, 2023] Full titles available after pipeline run from OpenAlex",2023,UIST,conference,unclassified,false,5,3,0,4,false,true,false,L2,high,348,false,8,B_scored
R0611,10.XXXX/hciai.2023.0611,"[Scored paper 611, 2023] Full titles available after pipeline run from OpenAlex",2023,IUI,conference,agentic_ai,true,5,1,0,1,false,true,false,L2,medium,361,false,30,B_scored
R0612,10.XXXX/hciai.2023.0612,"[Scored paper 612, 2023] Full titles available after pipeline run from OpenAlex",2023,IUI,conference,llm,true,1,1,2,2,false,false,true,L2,low,156,true,58,B_scored
R0613,10.XXXX/hciai.2023.0613,"[Scored paper 613, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,conversational_ai,true,1,0,0,5,false,false,false,L2,low,308,true,53,B_scored
R0614,10.XXXX/hciai.2023.0614,"[Scored paper 614, 2023] Full titles available after pipeline run from OpenAlex",2023,HCI Journal,journal,generative_ai,true,0,2,0,5,false,false,false,L3,low,209,true,19,B_scored
R0615,10.XXXX/hciai.2023.0615,"[Scored paper 615, 2023] Full titles available after pipeline run from OpenAlex",2023,IJHCS,journal,llm,true,0,1,0,4,false,false,true,L2,low,332,true,11,B_scored
R0616,10.XXXX/hciai.2023.0616,"[Scored paper 616, 2023] Full titles available after pipeline run from OpenAlex",2023,UIST,conference,xai,false,1,1,1,3,false,false,false,L2,low,83,true,24,B_scored
R0617,10.XXXX/hciai.2023.0617,"[Scored paper 617, 2023] Full titles available after pipeline run from OpenAlex",2023,DIS,conference,llm,true,5,1,2,3,false,false,true,L2,medium,105,true,52,B_scored
R0618,10.XXXX/hciai.2023.0618,"[Scored paper 618, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,xai,false,4,2,2,4,false,false,true,L2,high,375,false,1,B_scored
R0619,10.XXXX/hciai.2023.0619,"[Scored paper 619, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,generative_ai,true,4,3,2,5,false,false,true,L2,high,171,true,10,B_scored
R0620,10.XXXX/hciai.2023.0620,"[Scored paper 620, 2023] Full titles available after pipeline run from OpenAlex",2023,TOCHI,journal,generative_ai,true,4,0,2,5,true,false,true,L2,medium,367,true,22,B_scored
R0621,10.XXXX/hciai.2023.0621,"[Scored paper 621, 2023] Full titles available after pipeline run from OpenAlex",2023,HCI Journal,journal,conversational_ai,true,5,1,2,4,false,false,false,L2,medium,233,true,73,B_scored
R0622,10.XXXX/hciai.2023.0622,"[Scored paper 622, 2023] Full titles available after pipeline run from OpenAlex",2023,IJHCS,journal,agentic_ai,true,4,3,0,3,false,true,false,L2,high,113,true,57,B_scored
R0623,10.XXXX/hciai.2023.0623,"[Scored paper 623, 2023] Full titles available after pipeline run from OpenAlex",2023,CSCW,conference,xai,false,3,4,1,5,false,true,true,L2,high,348,true,25,B_scored
R0624,10.XXXX/hciai.2023.0624,"[Scored paper 624, 2023] Full titles available after pipeline run from OpenAlex",2023,IUI,conference,agentic_ai,true,5,3,0,4,false,true,true,L2,high,350,false,31,B_scored
R0625,10.XXXX/hciai.2023.0625,"[Scored paper 625, 2023] Full titles available after pipeline run from OpenAlex",2023,HCI Journal,journal,unclassified,false,5,3,1,4,false,true,false,L2,high,227,false,37,B_scored
R0626,10.XXXX/hciai.2023.0626,"[Scored paper 626, 2023] Full titles available after pipeline run from OpenAlex",2023,IUI,conference,agentic_ai,true,1,0,0,3,false,false,false,L2,low,146,false,34,B_scored
R0627,10.XXXX/hciai.2023.0627,"[Scored paper 627, 2023] Full titles available after pipeline run from OpenAlex",2023,DIS,conference,agentic_ai,true,5,0,3,4,true,false,false,L2,medium,199,false,23,B_scored
R0628,10.XXXX/hciai.2023.0628,"[Scored paper 628, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,agentic_ai,true,1,3,3,4,false,false,false,L2,low,140,false,34,B_scored
R0629,10.XXXX/hciai.2023.0629,"[Scored paper 629, 2023] Full titles available after pipeline run from OpenAlex",2023,UIST,conference,agentic_ai,true,1,2,2,5,false,false,true,L2,low,259,false,18,B_scored
R0630,10.XXXX/hciai.2023.0630,"[Scored paper 630, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,generative_ai,true,4,0,2,3,false,false,false,L2,medium,114,true,8,B_scored
R0631,10.XXXX/hciai.2023.0631,"[Scored paper 631, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,classical_ml,false,1,0,1,4,false,false,false,L2,low,254,false,58,B_scored
R0632,10.XXXX/hciai.2023.0632,"[Scored paper 632, 2023] Full titles available after pipeline run from OpenAlex",2023,IwC,journal,llm,true,5,0,1,3,false,true,false,L2,medium,253,false,17,B_scored
R0633,10.XXXX/hciai.2023.0633,"[Scored paper 633, 2023] Full titles available after pipeline run from OpenAlex",2023,CHI,conference,unclassified,false,4,2,2,4,true,false,false,L2,high,159,false,55,B_scored
R0634,10.XXXX/hciai.2023.0634,"[Scored paper 634, 2023] Full titles available after pipeline run from OpenAlex",2023,CSCW,conference,llm,true,4,1,2,3,false,false,false,L2,medium,291,false,61,B_scored
R0635,10.XXXX/hciai.2023.0635,"[Scored paper 635, 2023] Full titles available after pipeline run from OpenAlex",2023,IUI,conference,llm,true,5,1,1,4,false,true,false,L2,medium,364,false,35,B_scored
R0636,10.XXXX/hciai.2023.0636,"[Scored paper 636, 2023] Full titles available after pipeline run from OpenAlex",2023,IJHCS,journal,llm,true,4,0,2,5,false,false,true,L2,medium,261,true,61,B_scored
R0637,10.XXXX/hciai.2023.0637,"[Scored paper 637, 2023] Full titles available after pipeline run from OpenAlex",2023,CSCW,conference,unclassified,false,4,1,2,5,false,false,false,L2,medium,353,false,9,B_scored
R0638,10.XXXX/hciai.2023.0638,"[Scored paper 638, 2023] Full titles available after pipeline run from OpenAlex",2023,IUI,conference,llm,true,4,4,0,3,false,true,false,L2,high,237,false,18,B_scored
R0639,10.XXXX/hciai.2023.0639,"[Scored paper 639, 2023] Full titles available after pipeline run from OpenAlex",2023,UIST,conference,llm,true,5,1,1,4,false,true,false,L2,medium,201,false,36,B_scored
R0640,10.XXXX/hciai.2023.0640,"[Scored paper 640, 2023] Full titles available after pipeline run from OpenAlex",2023,DIS,conference,xai,false,5,0,1,3,false,true,false,L2,medium,271,false,35,B_scored
R0641,10.XXXX/hciai.2023.0641,"[Scored paper 641, 2023] Full titles available after pipeline run from OpenAlex",2023,UIST,conference,llm,true,1,0,1,2,false,false,false,L2,low,327,false,40,B_scored
R0642,10.XXXX/hciai.2023.0642,"[Scored paper 642, 2023] Full titles available after pipeline run from OpenAlex",2023,DIS,conference,unclassified,false,5,1,1,4,false,true,true,L2,medium,238,false,66,B_scored
R0643,10.XXXX/hciai.2023.0643,"[Count-only paper 643, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,generative_ai,true,,,,,false,false,false,L1,low,61,false,41,B_count_only
R0644,10.XXXX/hciai.2023.0644,"[Count-only paper 644, 2023] Abstract <75 words — no index scores",2023,UIST,conference,xai,false,,,,,false,false,false,L1,low,34,false,36,B_count_only
R0645,10.XXXX/hciai.2023.0645,"[Count-only paper 645, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,generative_ai,true,,,,,false,false,false,L1,low,43,false,43,B_count_only
R0646,10.XXXX/hciai.2023.0646,"[Count-only paper 646, 2023] Abstract <75 words — no index scores",2023,TOCHI,journal,unclassified,false,,,,,false,false,false,L1,low,62,false,21,B_count_only
R0647,10.XXXX/hciai.2023.0647,"[Count-only paper 647, 2023] Abstract <75 words — no index scores",2023,DIS,conference,llm,true,,,,,false,false,false,L1,low,24,false,3,B_count_only
R0648,10.XXXX/hciai.2023.0648,"[Count-only paper 648, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,generative_ai,true,,,,,false,false,false,L1,low,49,false,6,B_count_only
R0649,10.XXXX/hciai.2023.0649,"[Count-only paper 649, 2023] Abstract <75 words — no index scores",2023,IUI,conference,llm,true,,,,,false,false,false,L1,low,52,true,28,B_count_only
R0650,10.XXXX/hciai.2023.0650,"[Count-only paper 650, 2023] Abstract <75 words — no index scores",2023,IJHCS,journal,generative_ai,true,,,,,false,false,false,L1,low,70,true,2,B_count_only
R0651,10.XXXX/hciai.2023.0651,"[Count-only paper 651, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,llm,true,,,,,false,false,false,L1,low,49,false,7,B_count_only
R0652,10.XXXX/hciai.2023.0652,"[Count-only paper 652, 2023] Abstract <75 words — no index scores",2023,UIST,conference,agentic_ai,true,,,,,false,false,false,L1,low,59,true,22,B_count_only
R0653,10.XXXX/hciai.2023.0653,"[Count-only paper 653, 2023] Abstract <75 words — no index scores",2023,CHI,conference,generative_ai,true,,,,,false,false,false,L1,low,33,false,29,B_count_only
R0654,10.XXXX/hciai.2023.0654,"[Count-only paper 654, 2023] Abstract <75 words — no index scores",2023,IUI,conference,unclassified,false,,,,,false,false,false,L1,low,70,false,6,B_count_only
R0655,10.XXXX/hciai.2023.0655,"[Count-only paper 655, 2023] Abstract <75 words — no index scores",2023,TOCHI,journal,xai,false,,,,,false,false,false,L1,low,31,false,2,B_count_only
R0656,10.XXXX/hciai.2023.0656,"[Count-only paper 656, 2023] Abstract <75 words — no index scores",2023,CHI,conference,llm,true,,,,,false,false,false,L1,low,65,false,16,B_count_only
R0657,10.XXXX/hciai.2023.0657,"[Count-only paper 657, 2023] Abstract <75 words — no index scores",2023,UIST,conference,generative_ai,true,,,,,false,false,false,L1,low,55,true,12,B_count_only
R0658,10.XXXX/hciai.2023.0658,"[Count-only paper 658, 2023] Abstract <75 words — no index scores",2023,UIST,conference,generative_ai,true,,,,,false,false,false,L1,low,39,false,18,B_count_only
R0659,10.XXXX/hciai.2023.0659,"[Count-only paper 659, 2023] Abstract <75 words — no index scores",2023,IJHCS,journal,classical_ml,false,,,,,false,false,false,L1,low,69,false,14,B_count_only
R0660,10.XXXX/hciai.2023.0660,"[Count-only paper 660, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,unclassified,false,,,,,false,false,false,L1,low,61,false,41,B_count_only
R0661,10.XXXX/hciai.2023.0661,"[Count-only paper 661, 2023] Abstract <75 words — no index scores",2023,BIT,journal,generative_ai,true,,,,,false,false,false,L1,low,68,false,29,B_count_only
R0662,10.XXXX/hciai.2023.0662,"[Count-only paper 662, 2023] Abstract <75 words — no index scores",2023,CHI,conference,xai,false,,,,,false,false,false,L1,low,29,false,5,B_count_only
R0663,10.XXXX/hciai.2023.0663,"[Count-only paper 663, 2023] Abstract <75 words — no index scores",2023,IUI,conference,xai,false,,,,,false,false,false,L1,low,48,true,14,B_count_only
R0664,10.XXXX/hciai.2023.0664,"[Count-only paper 664, 2023] Abstract <75 words — no index scores",2023,TOCHI,journal,generative_ai,true,,,,,false,false,false,L1,low,40,false,18,B_count_only
R0665,10.XXXX/hciai.2023.0665,"[Count-only paper 665, 2023] Abstract <75 words — no index scores",2023,BIT,journal,xai,false,,,,,false,false,false,L1,low,47,false,19,B_count_only
R0666,10.XXXX/hciai.2023.0666,"[Count-only paper 666, 2023] Abstract <75 words — no index scores",2023,BIT,journal,xai,false,,,,,false,false,false,L1,low,25,false,8,B_count_only
R0667,10.XXXX/hciai.2023.0667,"[Count-only paper 667, 2023] Abstract <75 words — no index scores",2023,IwC,journal,agentic_ai,true,,,,,false,false,false,L1,low,74,false,5,B_count_only
R0668,10.XXXX/hciai.2023.0668,"[Count-only paper 668, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,llm,true,,,,,false,false,false,L1,low,55,false,35,B_count_only
R0669,10.XXXX/hciai.2023.0669,"[Count-only paper 669, 2023] Abstract <75 words — no index scores",2023,IJHCI,journal,agentic_ai,true,,,,,false,false,false,L1,low,27,false,10,B_count_only
R0670,10.XXXX/hciai.2023.0670,"[Count-only paper 670, 2023] Abstract <75 words — no index scores",2023,IwC,journal,llm,true,,,,,false,false,false,L1,low,35,false,13,B_count_only
R0671,10.XXXX/hciai.2023.0671,"[Count-only paper 671, 2023] Abstract <75 words — no index scores",2023,TOCHI,journal,generative_ai,true,,,,,false,false,false,L1,low,45,false,5,B_count_only
R0672,10.XXXX/hciai.2023.0672,"[Count-only paper 672, 2023] Abstract <75 words — no index scores",2023,DIS,conference,generative_ai,true,,,,,false,false,false,L1,low,62,true,26,B_count_only
R0673,10.XXXX/hciai.2023.0673,"[Count-only paper 673, 2023] Abstract <75 words — no index scores",2023,IwC,journal,generative_ai,true,,,,,false,false,false,L1,low,43,false,29,B_count_only
R0674,10.XXXX/hciai.2023.0674,"[Count-only paper 674, 2023] Abstract <75 words — no index scores",2023,CHI,conference,agentic_ai,true,,,,,false,false,false,L1,low,62,true,38,B_count_only
R0675,10.XXXX/hciai.2023.0675,"[Count-only paper 675, 2023] Abstract <75 words — no index scores",2023,CHI,conference,classical_ml,false,,,,,false,false,false,L1,low,51,false,12,B_count_only
R0676,10.XXXX/hciai.2023.0676,"[Count-only paper 676, 2023] Abstract <75 words — no index scores",2023,IJHCI,journal,llm,true,,,,,false,false,false,L1,low,28,true,2,B_count_only
R0677,10.XXXX/hciai.2023.0677,"[Count-only paper 677, 2023] Abstract <75 words — no index scores",2023,UIST,conference,agentic_ai,true,,,,,false,false,false,L1,low,70,false,6,B_count_only
R0678,10.XXXX/hciai.2023.0678,"[Count-only paper 678, 2023] Abstract <75 words — no index scores",2023,HCI Journal,journal,unclassified,false,,,,,false,false,false,L1,low,59,true,15,B_count_only
R0679,10.XXXX/hciai.2023.0679,"[Count-only paper 679, 2023] Abstract <75 words — no index scores",2023,UIST,conference,generative_ai,true,,,,,false,false,false,L1,low,42,true,8,B_count_only
R0680,10.XXXX/hciai.2023.0680,"[Count-only paper 680, 2023] Abstract <75 words — no index scores",2023,UIST,conference,agentic_ai,true,,,,,false,false,false,L1,low,20,false,18,B_count_only
R0681,10.XXXX/hciai.2023.0681,"[Count-only paper 681, 2023] Abstract <75 words — no index scores",2023,DIS,conference,xai,false,,,,,false,false,false,L1,low,46,false,2,B_count_only
R0682,10.XXXX/hciai.2023.0682,"[Count-only paper 682, 2023] Abstract <75 words — no index scores",2023,IUI,conference,agentic_ai,true,,,,,false,false,false,L1,low,22,false,18,B_count_only
R0683,10.XXXX/hciai.2023.0683,"[Count-only paper 683, 2023] Abstract <75 words — no index scores",2023,CHI,conference,generative_ai,true,,,,,false,false,false,L1,low,50,false,2,B_count_only
R0684,10.XXXX/hciai.2023.0684,"[Count-only paper 684, 2023] Abstract <75 words — no index scores",2023,CHI,conference,generative_ai,true,,,,,false,false,false,L1,low,66,false,67,B_count_only
R0685,10.XXXX/hciai.2023.0685,"[Count-only paper 685, 2023] Abstract <75 words — no index scores",2023,IJHCS,journal,conversational_ai,true,,,,,false,false,false,L1,low,49,false,4,B_count_only
R0686,10.XXXX/hciai.2023.0686,"[Count-only paper 686, 2023] Abstract <75 words — no index scores",2023,DIS,conference,conversational_ai,true,,,,,false,false,false,L1,low,59,true,22,B_count_only
R0687,10.XXXX/hciai.2023.0687,"[Count-only paper 687, 2023] Abstract <75 words — no index scores",2023,HCI Journal,journal,llm,true,,,,,false,false,false,L1,low,24,false,15,B_count_only
R0688,10.XXXX/hciai.2023.0688,"[Count-only paper 688, 2023] Abstract <75 words — no index scores",2023,DIS,conference,xai,false,,,,,false,false,false,L1,low,57,false,27,B_count_only
R0689,10.XXXX/hciai.2023.0689,"[Count-only paper 689, 2023] Abstract <75 words — no index scores",2023,IJHCS,journal,xai,false,,,,,false,false,false,L1,low,50,false,15,B_count_only
R0690,10.XXXX/hciai.2023.0690,"[Count-only paper 690, 2023] Abstract <75 words — no index scores",2023,BIT,journal,agentic_ai,true,,,,,false,false,false,L1,low,56,false,34,B_count_only
R0691,10.XXXX/hciai.2023.0691,"[Count-only paper 691, 2023] Abstract <75 words — no index scores",2023,IJHCS,journal,llm,true,,,,,false,false,false,L1,low,38,true,34,B_count_only
R0692,10.XXXX/hciai.2023.0692,"[Count-only paper 692, 2023] Abstract <75 words — no index scores",2023,TOCHI,journal,xai,false,,,,,false,false,false,L1,low,58,false,6,B_count_only
R0693,10.XXXX/hciai.2023.0693,"[Count-only paper 693, 2023] Abstract <75 words — no index scores",2023,CHI,conference,xai,false,,,,,false,false,false,L1,low,50,false,15,B_count_only
R0694,10.XXXX/hciai.2023.0694,"[Count-only paper 694, 2023] Abstract <75 words — no index scores",2023,IUI,conference,unclassified,false,,,,,false,false,false,L1,low,62,false,20,B_count_only
R0695,10.XXXX/hciai.2023.0695,"[Count-only paper 695, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,generative_ai,true,,,,,false,false,false,L1,low,25,true,16,B_count_only
R0696,10.XXXX/hciai.2023.0696,"[Count-only paper 696, 2023] Abstract <75 words — no index scores",2023,CHI,conference,generative_ai,true,,,,,false,false,false,L1,low,70,false,20,B_count_only
R0697,10.XXXX/hciai.2023.0697,"[Count-only paper 697, 2023] Abstract <75 words — no index scores",2023,IwC,journal,agentic_ai,true,,,,,false,false,false,L1,low,20,false,22,B_count_only
R0698,10.XXXX/hciai.2023.0698,"[Count-only paper 698, 2023] Abstract <75 words — no index scores",2023,IUI,conference,agentic_ai,true,,,,,false,false,false,L1,low,57,false,0,B_count_only
R0699,10.XXXX/hciai.2023.0699,"[Count-only paper 699, 2023] Abstract <75 words — no index scores",2023,CHI,conference,agentic_ai,true,,,,,false,false,false,L1,low,70,false,6,B_count_only
R0700,10.XXXX/hciai.2023.0700,"[Count-only paper 700, 2023] Abstract <75 words — no index scores",2023,DIS,conference,agentic_ai,true,,,,,false,false,false,L1,low,71,false,66,B_count_only
R0701,10.XXXX/hciai.2023.0701,"[Count-only paper 701, 2023] Abstract <75 words — no index scores",2023,HCI Journal,journal,classical_ml,false,,,,,false,false,false,L1,low,58,false,21,B_count_only
R0702,10.XXXX/hciai.2023.0702,"[Count-only paper 702, 2023] Abstract <75 words — no index scores",2023,CHI,conference,llm,true,,,,,false,false,false,L1,low,51,false,6,B_count_only
R0703,10.XXXX/hciai.2023.0703,"[Count-only paper 703, 2023] Abstract <75 words — no index scores",2023,TOCHI,journal,unclassified,false,,,,,false,false,false,L1,low,66,false,20,B_count_only
R0704,10.XXXX/hciai.2023.0704,"[Count-only paper 704, 2023] Abstract <75 words — no index scores",2023,CHI,conference,llm,true,,,,,false,false,false,L1,low,66,false,24,B_count_only
R0705,10.XXXX/hciai.2023.0705,"[Count-only paper 705, 2023] Abstract <75 words — no index scores",2023,IJHCS,journal,llm,true,,,,,false,false,false,L1,low,23,true,15,B_count_only
R0706,10.XXXX/hciai.2023.0706,"[Count-only paper 706, 2023] Abstract <75 words — no index scores",2023,UIST,conference,llm,true,,,,,false,false,false,L1,low,39,false,52,B_count_only
R0707,10.XXXX/hciai.2023.0707,"[Count-only paper 707, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,llm,true,,,,,false,false,false,L1,low,63,false,4,B_count_only
R0708,10.XXXX/hciai.2023.0708,"[Count-only paper 708, 2023] Abstract <75 words — no index scores",2023,UIST,conference,llm,true,,,,,false,false,false,L1,low,29,false,5,B_count_only
R0709,10.XXXX/hciai.2023.0709,"[Count-only paper 709, 2023] Abstract <75 words — no index scores",2023,IJHCS,journal,llm,true,,,,,false,false,false,L1,low,44,false,16,B_count_only
R0710,10.XXXX/hciai.2023.0710,"[Count-only paper 710, 2023] Abstract <75 words — no index scores",2023,HCI Journal,journal,generative_ai,true,,,,,false,false,false,L1,low,63,false,30,B_count_only
R0711,10.XXXX/hciai.2023.0711,"[Count-only paper 711, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,unclassified,false,,,,,false,false,false,L1,low,74,false,24,B_count_only
R0712,10.XXXX/hciai.2023.0712,"[Count-only paper 712, 2023] Abstract <75 words — no index scores",2023,BIT,journal,xai,false,,,,,false,false,false,L1,low,74,false,5,B_count_only
R0713,10.XXXX/hciai.2023.0713,"[Count-only paper 713, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,agentic_ai,true,,,,,false,false,false,L1,low,57,false,45,B_count_only
R0714,10.XXXX/hciai.2023.0714,"[Count-only paper 714, 2023] Abstract <75 words — no index scores",2023,IJHCS,journal,unclassified,false,,,,,false,false,false,L1,low,67,true,6,B_count_only
R0715,10.XXXX/hciai.2023.0715,"[Count-only paper 715, 2023] Abstract <75 words — no index scores",2023,DIS,conference,unclassified,false,,,,,false,false,false,L1,low,63,false,20,B_count_only
R0716,10.XXXX/hciai.2023.0716,"[Count-only paper 716, 2023] Abstract <75 words — no index scores",2023,CHI,conference,agentic_ai,true,,,,,false,false,false,L1,low,55,true,17,B_count_only
R0717,10.XXXX/hciai.2023.0717,"[Count-only paper 717, 2023] Abstract <75 words — no index scores",2023,UIST,conference,classical_ml,false,,,,,false,false,false,L1,low,53,true,10,B_count_only
R0718,10.XXXX/hciai.2023.0718,"[Count-only paper 718, 2023] Abstract <75 words — no index scores",2023,UIST,conference,conversational_ai,true,,,,,false,false,false,L1,low,34,false,9,B_count_only
R0719,10.XXXX/hciai.2023.0719,"[Count-only paper 719, 2023] Abstract <75 words — no index scores",2023,IUI,conference,generative_ai,true,,,,,false,false,false,L1,low,23,false,15,B_count_only
R0720,10.XXXX/hciai.2023.0720,"[Count-only paper 720, 2023] Abstract <75 words — no index scores",2023,TOCHI,journal,agentic_ai,true,,,,,false,false,false,L1,low,73,true,1,B_count_only
R0721,10.XXXX/hciai.2023.0721,"[Count-only paper 721, 2023] Abstract <75 words — no index scores",2023,HCI Journal,journal,classical_ml,false,,,,,false,false,false,L1,low,25,false,4,B_count_only
R0722,10.XXXX/hciai.2023.0722,"[Count-only paper 722, 2023] Abstract <75 words — no index scores",2023,CHI,conference,agentic_ai,true,,,,,false,false,false,L1,low,62,false,11,B_count_only
R0723,10.XXXX/hciai.2023.0723,"[Count-only paper 723, 2023] Abstract <75 words — no index scores",2023,CHI,conference,generative_ai,true,,,,,false,false,false,L1,low,27,false,18,B_count_only
R0724,10.XXXX/hciai.2023.0724,"[Count-only paper 724, 2023] Abstract <75 words — no index scores",2023,CSCW,conference,agentic_ai,true,,,,,false,false,false,L1,low,49,false,29,B_count_only
R0725,10.XXXX/hciai.2023.0725,"[Count-only paper 725, 2023] Abstract <75 words — no index scores",2023,IJHCI,journal,agentic_ai,true,,,,,false,false,false,L1,low,69,false,20,B_count_only
R0726,10.XXXX/hciai.2024.0726,"[Scored paper 726, 2024] Full titles available after pipeline run from OpenAlex",2024,UIST,conference,llm,true,1,0,1,5,false,false,false,L2,low,227,false,3,B_scored
R0727,10.XXXX/hciai.2024.0727,"[Scored paper 727, 2024] Full titles available after pipeline run from OpenAlex",2024,CSCW,conference,conversational_ai,true,1,0,2,3,false,false,false,L2,low,221,false,24,B_scored
R0728,10.XXXX/hciai.2024.0728,"[Scored paper 728, 2024] Full titles available after pipeline run from OpenAlex",2024,CSCW,conference,llm,true,1,5,2,5,false,false,false,L2,low,303,false,13,B_scored
R0729,10.XXXX/hciai.2024.0729,"[Scored paper 729, 2024] Full titles available after pipeline run from OpenAlex",2024,TOCHI,journal,generative_ai,true,5,1,3,3,false,false,true,L2,medium,342,false,6,B_scored
R0730,10.XXXX/hciai.2024.0730,"[Scored paper 730, 2024] Full titles available after pipeline run from OpenAlex",2024,IUI,conference,agentic_ai,true,5,3,0,4,false,true,false,L2,high,316,false,24,B_scored
R0731,10.XXXX/hciai.2024.0731,"[Scored paper 731, 2024] Full titles available after pipeline run from OpenAlex",2024,CSCW,conference,llm,true,4,3,0,4,false,true,true,L2,high,262,true,37,B_scored
R0732,10.XXXX/hciai.2024.0732,"[Scored paper 732, 2024] Full titles available after pipeline run from OpenAlex",2024,CHI,conference,llm,true,1,1,1,3,false,false,true,L2,low,173,false,70,B_scored
R0733,10.XXXX/hciai.2024.0733,"[Scored paper 733, 2024] Full titles available after pipeline run from OpenAlex",2024,CSCW,conference,llm,true,4,1,3,3,false,false,false,L2,medium,234,true,9,B_scored
R0734,10.XXXX/hciai.2024.0734,"[Scored paper 734, 2024] Full titles available after pipeline run from OpenAlex",2024,DIS,conference,conversational_ai,true,5,1,2,4,false,false,false,L2,medium,153,true,9,B_scored
R0735,10.XXXX/hciai.2024.0735,"[Scored paper 735, 2024] Full titles available after pipeline run from OpenAlex",2024,DIS,conference,agentic_ai,true,5,2,1,3,false,true,false,L2,high,163,true,18,B_scored
R0736,10.XXXX/hciai.2024.0736,"[Scored paper 736, 2024] Full titles available after pipeline run from OpenAlex",2024,CHI,conference,agentic_ai,true,4,4,1,4,false,true,true,L2,high,349,false,42,B_scored
R0737,10.XXXX/hciai.2024.0737,"[Scored paper 737, 2024] Full titles available after pipeline run from OpenAlex",2024,IJHCS,journal,generative_ai,true,2,2,3,3,false,false,false,L2,medium,119,true,30,B_scored
R0738,10.XXXX/hciai.2024.0738,"[Scored paper 738, 2024] Full titles available after pipeline run from OpenAlex",2024,CSCW,conference,xai,false,5,1,3,4,true,false,false,L2,medium,151,false,26,B_scored
R0739,10.XXXX/hciai.2024.0739,"[Scored paper 739, 2024] Full titles available after pipeline run from OpenAlex",2024,IJHCS,journal,conversational_ai,true,4,3,2,5,false,false,false,L2,high,235,true,8,B_scored
R0740,10.XXXX/hciai.2024.0740,"[Scored paper 740, 2024] Full titles available after pipeline run from OpenAlex",2024,IwC,journal,conversational_ai,true,4,1,2,4,false,false,false,L2,medium,196,true,0,B_scored
